"word","word_label","word_num","word_num_cont","word_length","word_cap","word_symbol","word_pos","word_card_num","word_noun","word_hyph","word_cached","word_double_cache","sent_word_num","word_verb","sent_$","sent_hyph","sent_cap","sent_num_cont","avg_dist_cap","avg_dist_digit","avg_dist_noun","avg_dist_cached","sent_cached","double_cached_dist","sent_double_cached"
"Poland,","True","10","False","7","True","False","0.625","False","True","False","False","False","16","False","False","True","0.25","False","4.8","-1","3.857142857142857","-1","0","-1","0"
"fearing","False","11","False","7","False","False","0.6875","False","False","False","False","False","16","True","False","True","0.25","False","5.8","-1","4.571428571428571","-1","0","-1","0"
"creep","False","12","False","5","False","False","0.75","False","False","False","False","False","16","True","False","True","0.25","False","6.8","-1","5.285714285714286","-1","0","-1","0"
"toward","False","13","False","6","False","False","0.8125","False","False","False","False","False","16","False","False","True","0.25","False","7.8","-1","6","-1","0","-1","0"
"one-party","False","14","False","9","False","False","0.875","False","False","True","False","False","16","False","False","True","0.25","False","8.8","-1","6.714285714285714","-1","0","-1","0"
"rule","False","15","False","4","False","False","0.9375","False","True","False","False","False","16","False","False","True","0.25","False","9.8","-1","7.428571428571429","-1","0","-1","0"
"ISIS's","True","0","False","6","True","False","0","False","True","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","7.6","-1","0","-1","0"
"leader","False","1","False","6","False","False","0.058823529411764705","False","True","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","7","-1","0","-1","0"
"is","False","2","False","2","False","False","0.11764705882352941","False","False","False","False","False","17","True","False","True","0.058823529411764705","False","5.5","-1","6.8","-1","0","-1","0"
"not","False","3","False","3","False","False","0.17647058823529413","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","6.6","-1","0","-1","0"
"dead","False","4","False","4","False","False","0.23529411764705882","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","6.4","-1","0","-1","0"
"and","False","5","False","3","False","False","0.29411764705882354","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","6.2","-1","0","-1","0"
"will","False","6","False","4","False","False","0.35294117647058826","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","6","-1","0","-1","0"
"turn","False","7","False","4","False","False","0.4117647058823529","False","False","False","False","False","17","True","False","True","0.058823529411764705","False","5.5","-1","5.8","-1","0","-1","0"
"the","False","8","False","3","False","False","0.47058823529411764","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","5.6","-1","0","-1","0"
"group","False","9","False","5","False","False","0.5294117647058824","False","True","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","5.4","-1","0","-1","0"
"into","False","10","False","4","False","False","0.5882352941176471","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","5.6","-1","0","-1","0"
"""Al-Qaeda","True","11","False","9","False","False","0.6470588235294118","False","False","True","False","False","17","False","False","True","0.058823529411764705","False","5.5","-1","5.8","-1","0","-1","0"
"on","False","12","False","2","False","False","0.7058823529411765","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","6.5","-1","6","-1","0","-1","0"
"steroids,""","False","13","False","10","False","False","0.7647058823529411","False","True","False","False","False","17","False","False","True","0.058823529411764705","False","7.5","-1","6.2","-1","0","-1","0"
"says","False","14","False","4","False","False","0.8235294117647058","False","False","False","False","False","17","True","False","True","0.058823529411764705","False","8.5","-1","6.8","-1","0","-1","0"
"intelligence","False","15","False","12","False","False","0.8823529411764706","False","True","False","False","False","17","False","False","True","0.058823529411764705","False","9.5","-1","7.4","-1","0","-1","0"
"chief","False","16","False","5","False","False","0.9411764705882353","False","False","False","False","False","17","False","False","True","0.058823529411764705","False","10.5","-1","8.4","-1","0","-1","0"
"Turkey","False","0","False","6","True","False","0","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","10.090909090909092","13","14.692307692307692","-1","0","-1","0"
"Chooses","False","1","False","7","True","False","0.02564102564102564","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","9.272727272727273","12","13.846153846153847","-1","0","-1","0"
"Russia","True","2","False","6","True","False","0.05128205128205128","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","8.636363636363637","11","13","-1","0","-1","0"
"Over","False","3","False","4","True","False","0.07692307692307693","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","8.181818181818182","10","12.307692307692308","-1","0","-1","0"
"NATO","True","4","False","4","True","False","0.10256410256410256","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","7.909090909090909","9","11.615384615384615","-1","0","-1","0"
"for","False","5","False","3","False","False","0.1282051282051282","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","7.818181818181818","8","11.076923076923077","-1","0","-1","0"
"Missile","False","6","False","7","True","False","0.15384615384615385","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","7.7272727272727275","7","10.538461538461538","-1","0","-1","0"
"Defense:","False","7","False","8","True","True","0.1794871794871795","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","7.818181818181818","6","10.153846153846153","-1","0","-1","0"
"Turkey","True","8","False","6","True","False","0.20512820512820512","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","8.090909090909092","5","9.923076923076923","-1","0","-1","0"
"has","False","9","False","3","False","False","0.23076923076923078","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","8.545454545454545","4","9.846153846153847","-1","0","-1","0"
"agreed","False","10","False","6","False","False","0.2564102564102564","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","9","3","9.76923076923077","-1","0","-1","0"
"to","False","11","False","2","False","False","0.28205128205128205","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","9.454545454545455","2","9.692307692307692","-1","0","-1","0"
"pay","False","12","False","3","False","False","0.3076923076923077","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","9.909090909090908","1","9.615384615384615","-1","0","-1","0"
"$2.5","True","13","True","4","False","False","0.3333333333333333","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","10.363636363636363","0","9.538461538461538","-1","0","-1","0"
"billion","False","14","False","7","False","False","0.358974358974359","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","10.818181818181818","1","9.461538461538462","-1","0","-1","0"
"to","False","15","False","2","False","False","0.38461538461538464","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","11.272727272727273","2","9.538461538461538","-1","0","-1","0"
"acquire","False","16","False","7","False","False","0.41025641025641024","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","11.727272727272727","3","9.615384615384615","-1","0","-1","0"
"Russia’s","True","17","False","8","True","False","0.4358974358974359","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","12.181818181818182","4","9.692307692307692","-1","0","-1","0"
"most","False","18","False","4","False","False","0.46153846153846156","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","12.818181818181818","5","9.923076923076923","-1","0","-1","0"
"advanced","False","19","False","8","False","False","0.48717948717948717","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","13.454545454545455","6","10.153846153846153","-1","0","-1","0"
"missile","False","20","False","7","False","False","0.5128205128205128","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","14.090909090909092","7","10.384615384615385","-1","0","-1","0"
"defense","False","21","False","7","False","False","0.5384615384615384","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","14.727272727272727","8","10.76923076923077","-1","0","-1","0"
"system,","False","22","False","7","False","False","0.5641025641025641","False","True","False","False","False","39","False","False","False","0.28205128205128205","True","15.363636363636363","9","11.307692307692308","-1","0","-1","0"
"a","False","23","False","1","False","False","0.5897435897435898","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","16","10","12","-1","0","-1","0"
"senior","False","24","False","6","False","False","0.6153846153846154","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","16.636363636363637","11","12.692307692307692","-1","0","-1","0"
"Turkish","True","25","False","7","True","False","0.6410256410256411","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","17.272727272727273","12","13.384615384615385","-1","0","-1","0"
"official","False","26","False","8","False","False","0.6666666666666666","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","18.09090909090909","13","14.076923076923077","-1","0","-1","0"
"said,","False","27","False","5","False","False","0.6923076923076923","False","False","False","False","False","39","True","False","False","0.28205128205128205","True","18.90909090909091","14","14.76923076923077","-1","0","-1","0"
"in","False","28","False","2","False","False","0.717948717948718","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","19.727272727272727","15","15.461538461538462","-1","0","-1","0"
"a","False","29","False","1","False","False","0.7435897435897436","False","False","False","False","False","39","False","False","False","0.28205128205128205","True","20.545454545454547","16","16.153846153846153","-1","0","-1","0"
