word,word_label,word_num,word_num_cont,word_length,word_cap,word_symbol,word_pos,word_card_num,word_noun,word_hyph,word_cached,word_double_cache,sent_word_num,word_verb,sent_$,sent_hyph,sent_cap,sent_num_cont,avg_dist_cap,avg_dist_digit,avg_dist_noun,avg_dist_cached,sent_cached,double_cached_dist,sent_double_cached
toward,false,13,false,6,false,false,0.8125,false,false,false,false,false,16,false,false,true,0.25,false,7.8,-1,6,-1,0,-1,0
one-party,false,14,false,9,false,false,0.875,false,false,true,false,false,16,false,false,true,0.25,false,8.8,-1,6.714285714285714,-1,0,-1,0
rule,false,15,false,4,false,false,0.9375,false,true,false,false,false,16,false,false,true,0.25,false,9.8,-1,7.428571428571429,-1,0,-1,0
ISIS's,true,0,false,6,true,false,0,false,true,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,7.6,-1,0,-1,0
leader,false,1,false,6,false,false,0.058823529411764705,false,true,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,7,-1,0,-1,0
is,false,2,false,2,false,false,0.11764705882352941,false,false,false,false,false,17,true,false,true,0.058823529411764705,false,5.5,-1,6.8,-1,0,-1,0
not,false,3,false,3,false,false,0.17647058823529413,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,6.6,-1,0,-1,0
dead,false,4,false,4,false,false,0.23529411764705882,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,6.4,-1,0,-1,0
and,false,5,false,3,false,false,0.29411764705882354,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,6.2,-1,0,-1,0
will,false,6,false,4,false,false,0.35294117647058826,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,6,-1,0,-1,0
turn,false,7,false,4,false,false,0.4117647058823529,false,false,false,false,false,17,true,false,true,0.058823529411764705,false,5.5,-1,5.8,-1,0,-1,0
the,false,8,false,3,false,false,0.47058823529411764,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,5.6,-1,0,-1,0
group,false,9,false,5,false,false,0.5294117647058824,false,true,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,5.4,-1,0,-1,0
into,false,10,false,4,false,false,0.5882352941176471,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,5.6,-1,0,-1,0
"""Al-Qaeda",true,11,false,9,false,false,0.6470588235294118,false,false,true,false,false,17,false,false,true,0.058823529411764705,false,5.5,-1,5.8,-1,0,-1,0
on,false,12,false,2,false,false,0.7058823529411765,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,6.5,-1,6,-1,0,-1,0
"steroids,""",false,13,false,10,false,false,0.7647058823529411,false,true,false,false,false,17,false,false,true,0.058823529411764705,false,7.5,-1,6.2,-1,0,-1,0
says,false,14,false,4,false,false,0.8235294117647058,false,false,false,false,false,17,true,false,true,0.058823529411764705,false,8.5,-1,6.8,-1,0,-1,0
intelligence,false,15,false,12,false,false,0.8823529411764706,false,true,false,false,false,17,false,false,true,0.058823529411764705,false,9.5,-1,7.4,-1,0,-1,0
chief,false,16,false,5,false,false,0.9411764705882353,false,false,false,false,false,17,false,false,true,0.058823529411764705,false,10.5,-1,8.4,-1,0,-1,0
Turkey,false,0,false,6,true,false,0,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,10.090909090909092,13,14.692307692307692,-1,0,-1,0
Chooses,false,1,false,7,true,false,0.02564102564102564,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,9.272727272727273,12,13.846153846153847,-1,0,-1,0
Russia,true,2,false,6,true,false,0.05128205128205128,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,8.636363636363637,11,13,-1,0,-1,0
Over,false,3,false,4,true,false,0.07692307692307693,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,8.181818181818182,10,12.307692307692308,-1,0,-1,0
NATO,true,4,false,4,true,false,0.10256410256410256,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,7.909090909090909,9,11.615384615384615,-1,0,-1,0
for,false,5,false,3,false,false,0.1282051282051282,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,7.818181818181818,8,11.076923076923077,-1,0,-1,0
Missile,false,6,false,7,true,false,0.15384615384615385,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,7.7272727272727275,7,10.538461538461538,-1,0,-1,0
Defense:,false,7,false,8,true,true,0.1794871794871795,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,7.818181818181818,6,10.153846153846153,-1,0,-1,0
Turkey,true,8,false,6,true,false,0.20512820512820512,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,8.090909090909092,5,9.923076923076923,-1,0,-1,0
has,false,9,false,3,false,false,0.23076923076923078,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,8.545454545454545,4,9.846153846153847,-1,0,-1,0
agreed,false,10,false,6,false,false,0.2564102564102564,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,9,3,9.76923076923077,-1,0,-1,0
to,false,11,false,2,false,false,0.28205128205128205,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,9.454545454545455,2,9.692307692307692,-1,0,-1,0
pay,false,12,false,3,false,false,0.3076923076923077,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,9.909090909090908,1,9.615384615384615,-1,0,-1,0
$2.5,true,13,true,4,false,false,0.3333333333333333,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,10.363636363636363,0,9.538461538461538,-1,0,-1,0
billion,false,14,false,7,false,false,0.358974358974359,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,10.818181818181818,1,9.461538461538462,-1,0,-1,0
to,false,15,false,2,false,false,0.38461538461538464,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,11.272727272727273,2,9.538461538461538,-1,0,-1,0
acquire,false,16,false,7,false,false,0.41025641025641024,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,11.727272727272727,3,9.615384615384615,-1,0,-1,0
Russia’s,true,17,false,8,true,false,0.4358974358974359,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,12.181818181818182,4,9.692307692307692,-1,0,-1,0
most,false,18,false,4,false,false,0.46153846153846156,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,12.818181818181818,5,9.923076923076923,-1,0,-1,0
advanced,false,19,false,8,false,false,0.48717948717948717,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,13.454545454545455,6,10.153846153846153,-1,0,-1,0
missile,false,20,false,7,false,false,0.5128205128205128,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,14.090909090909092,7,10.384615384615385,-1,0,-1,0
defense,false,21,false,7,false,false,0.5384615384615384,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,14.727272727272727,8,10.76923076923077,-1,0,-1,0
"system,",false,22,false,7,false,false,0.5641025641025641,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,15.363636363636363,9,11.307692307692308,-1,0,-1,0
a,false,23,false,1,false,false,0.5897435897435898,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,16,10,12,-1,0,-1,0
senior,false,24,false,6,false,false,0.6153846153846154,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,16.636363636363637,11,12.692307692307692,-1,0,-1,0
Turkish,true,25,false,7,true,false,0.6410256410256411,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,17.272727272727273,12,13.384615384615385,-1,0,-1,0
official,false,26,false,8,false,false,0.6666666666666666,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,18.09090909090909,13,14.076923076923077,-1,0,-1,0
"said,",false,27,false,5,false,false,0.6923076923076923,false,false,false,false,false,39,true,false,false,0.28205128205128205,true,18.90909090909091,14,14.76923076923077,-1,0,-1,0
in,false,28,false,2,false,false,0.717948717948718,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,19.727272727272727,15,15.461538461538462,-1,0,-1,0
a,false,29,false,1,false,false,0.7435897435897436,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,20.545454545454547,16,16.153846153846153,-1,0,-1,0
deal,false,30,false,4,false,false,0.7692307692307693,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,21.363636363636363,17,16.846153846153847,-1,0,-1,0
that,false,31,false,4,false,false,0.7948717948717948,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,22.181818181818183,18,17.53846153846154,-1,0,-1,0
signals,false,32,false,7,false,false,0.8205128205128205,false,true,false,false,false,39,false,false,false,0.28205128205128205,true,23,19,18.23076923076923,-1,0,-1,0
a,false,33,false,1,false,false,0.8461538461538461,false,false,false,false,false,39,false,false,false,0.28205128205128205,true,23.818181818181817,20,19.076923076923077,-1,0,-1,0
